sentence,sentiment
"['ਨਵੇਂ', 'ਸਕੂਲ', 'ਭਵਨਾਂ', 'ਦਾ', 'ਨਿਰਮਾਣ', 'ਪਿੰਡਾਂ', 'ਵਿੱਚ', 'ਸਿੱਖਿਆ', 'ਨੂੰ', 'ਬਢਾਵਾ', 'ਦੇ', 'ਰਿਹਾ', 'ਹੈ']",positive
"['ਕੁਝ', 'ਵਿਦਿਆਰਥੀ', 'ਔਨਲਾਇਨ', 'ਪੜਹਾਈ', 'ਦੇ', 'ਨਵੇਂ', 'ਤਰੀਕਿਆਂ', 'ਨਾਲ', 'ਅਨੁਕੂਲ', 'ਨਹੀਂ', 'ਬੈਠ', 'ਪਾ', 'ਰਹੇ']",negative
"['.', 'ਸਰਕਾਰ', 'ਨੇ', 'ਗਰੀਬ', 'ਵਿਦਿਆਰਥੀਆਂ', 'ਲਈ', 'ਸਕਾਲਰਸਿਪ', 'ਦੀ', 'ਰਕਮ', 'ਵਧਾ', 'ਦਿੱਤੀ', 'ਹੈ']",positive
"['ਪਰਾਈਵੇਟ', 'ਸਕੂਲਾਂ', 'ਦੇ', 'ਫੀਜ', 'ਵਿੱਚ', 'ਵਾਧੇ', 'ਨੇ', 'ਮਾਪਿਆਂ', 'ਨੂੰ', 'ਨਾਰਾਜ', 'ਕਰ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਕਾਲਜਾਂ', 'ਵਿੱਚ', 'ਵੋਕੇਸਨਲ', 'ਕੋਰਸਾਂ', 'ਦੀ', 'ਗਿਣਤੀ', 'ਵਿੱਚ', 'ਪਿਛਲੇ', 'ਸਾਲ', 'ਤੋਂ', 'ਵਾਧਾ', 'ਹੋਇਆ', 'ਹੈ']",neutral
"['ਸਕੂਲਾਂ', 'ਵਿੱਚ', 'ਸਪੋਰਟਸ', 'ਐਕਟੀਵਿਟੀਜ', 'ਨੂੰ', 'ਨਜਰਅੰਦਾਜ', 'ਕਰਨਾ', 'ਵਿਦਿਆਰਥੀਆਂ', 'ਦੇ', 'ਸਰਵਅੰਗੀ', 'ਵਿਕਾਸ', 'ਨੂੰ', 'ਰੋਕ', 'ਰਿਹਾ', 'ਹੈ']",negative
"['ਸਰਕਾਰੀ', 'ਸਕੂਲਾਂ', 'ਵਿੱਚ', 'ਮਿਡ-ਡੇ', 'ਮੀਲ', 'ਯੋਜਨਾ', 'ਨੇ', 'ਨੌਜਵਾਨਾਂ', 'ਦੀ', 'ਹਾਜਰੀ', 'ਵਧਾਈ', 'ਹੈ']",positive
"['ਕੁਝ', 'ਅਧਿਆਪਕਾਂ', 'ਦੀ', 'ਬੇਰੁਖੀ', 'ਨੇ', 'ਵਿਦਿਆਰਥੀਆਂ', 'ਦੇ', 'ਭਵਿੱਖ', 'ਨਾਲ', 'ਖਿਲਵਾੜ', 'ਕੀਤਾ', 'ਹੈ']",negative
"['ਯੂਨੀਵਰਸਿਟੀਆਂ', 'ਵਿੱਚ', 'ਰਿਸਰਚ', 'ਪੇਪਰਾਂ', 'ਦੀ', 'ਗਿਣਤੀ', 'ਵਿੱਚ', 'ਪਿਛਲੇ', 'ਪੰਜ', 'ਸਾਲਾਂ', 'ਤੋਂ', 'ਵਾਧਾ', 'ਹੋਇਆ', 'ਹੈ']",neutral
"['ਪਰਾਈਵੇਟ', 'ਕੋਚਿੰਗ', 'ਸੈਂਟਰਾਂ', 'ਦੇ', 'ਫੀਜ', 'ਵਿੱਚ', 'ਵਾਧੇ', 'ਨੇ', 'ਵਿਦਿਆਰਥੀਆਂ', 'ਲਈ', 'ਮੁਸਕਿਲਾਂ', 'ਖੜਹੀਆਂ', 'ਕਰ', 'ਦਿੱਤੀਆਂ', 'ਹਨ']",negative
"['ਸਰਕਾਰ', 'ਨੇ', 'ਪੇਂਡੂ', 'ਇਲਾਕਿਆਂ', 'ਵਿੱਚ', 'ਨਵੇਂ', 'ਕਾਲਜ', 'ਖੋਲਹਣ', 'ਦੀ', 'ਯੋਜਨਾ', 'ਬਣਾਈ', 'ਹੈ']",positive
"['ਕੁਝ', 'ਸਕੂਲਾਂ', 'ਵਿੱਚ', 'ਲਾਇਬਰੇਰੀਆਂ', 'ਦੀ', 'ਕਮੀ', 'ਨੇ', 'ਵਿਦਿਆਰਥੀਆਂ', 'ਦੇ', 'ਗਿਆਨ', 'ਨੂੰ', 'ਸੀਮਿਤ', 'ਕਰ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਡਿਜੀਟਲ', 'ਐਜੂਕੇਸਨ', 'ਨੇ', 'ਦੂਰਦਰਾਜ', 'ਇਲਾਕਿਆਂ', 'ਵਿੱਚ', 'ਵੀ', 'ਸਿੱਖਿਆ', 'ਦੇ', 'ਦਰਵਾਜੇ', 'ਖੋਲਹ', 'ਦਿੱਤੇ', 'ਹਨ']",positive
"['ਵਿਦਿਆਰਥੀਆਂ', 'ਉੱਤੇ', 'ਪੜਹਾਈ', 'ਦੇ', 'ਦਬਾਅ', 'ਨੇ', 'ਮਾਨਸਿਕ', 'ਤਣਾਅ', 'ਵਧਾਉਣਾ', 'ਸੁਰੂ', 'ਕਰ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਸਕੂਲਾਂ', 'ਵਿੱਚ', 'ਕੰਪਿਊਟਰ', 'ਲੈਬਾਂ', 'ਦੀ', 'ਸਥਾਪਨਾ', 'ਨੇ', 'ਤਕਨੀਕੀ', 'ਸਿੱਖਿਆ', 'ਨੂੰ', 'ਉਤਸਾਹਿਤ', 'ਕੀਤਾ', 'ਹੈ']",positive
"['ਕੁਝ', 'ਅਧਿਆਪਕਾਂ', 'ਦੀ', 'ਪੁਰਾਣੀ', 'ਸੋਚ', 'ਨੇ', 'ਵਿਦਿਆਰਥੀਆਂ', 'ਦੇ', 'ਨਵੇਂ', 'ਵਿਚਾਰਾਂ', 'ਨੂੰ', 'ਦਬਾਇਆ', 'ਹੈ']",negative
"['ਯੂਨੀਵਰਸਿਟੀ', 'ਗਰਾਂਟਸ', 'ਕਮਿਸਨ', 'ਨੇ', 'ਖੋਜ', 'ਲਈ', 'ਫੰਡਿੰਗ', 'ਵਿੱਚ', 'ਵਾਧਾ', 'ਕੀਤਾ', 'ਹੈ']",neutral
"['ਪਰੀਖਿਆਵਾਂ', 'ਵਿੱਚ', 'ਨਕਲ', 'ਦੀਆਂ', 'ਘਟਨਾਵਾਂ', 'ਨੇ', 'ਸਿੱਖਿਆ', 'ਪਰਣਾਲੀ', 'ਦੀ', 'ਸੱਚਾਈ', 'ਨੂੰ', 'ਠੇਸ', 'ਪਹੁੰਚਾਈ', 'ਹੈ']",negative
"['ਸਰਕਾਰ', 'ਨੇ', 'ਵਿਦਿਆਰਥੀਆਂ', 'ਲਈ', 'ਲੈਪਟਾਪ', 'ਵੰਡ', 'ਯੋਜਨਾ', 'ਦੀ', 'ਦੁਬਾਰਾ', 'ਸੁਰੂਆਤ', 'ਕੀਤੀ', 'ਹੈ']",positive
"['ਕੁਝ', 'ਕਾਲਜਾਂ', 'ਵਿੱਚ', 'ਪਰੈਕਟੀਕਲ', 'ਲੈਬਾਂ', 'ਦੀ', 'ਕਮੀ', 'ਨੇ', 'ਵਿਦਿਆਰਥੀਆਂ', 'ਦੇ', 'ਹੁਨਰ', 'ਨੂੰ', 'ਸੀਮਿਤ', 'ਕਰ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਔਨਲਾਇਨ', 'ਸਿੱਖਿਆ', 'ਪਲੇਟਫਾਰਮਾਂ', 'ਨੇ', 'ਲਾਕਡਾਉਨ', 'ਦੇ', 'ਦੌਰਾਨ', 'ਵਿਦਿਆਰਥੀਆਂ', 'ਦੀ', 'ਮਦਦ', 'ਕੀਤੀ', 'ਹੈ']",positive
"['ਪਰਾਈਵੇਟ', 'ਸਕੂਲਾਂ', 'ਦੇ', 'ਫੀਜ', 'ਵਿੱਚ', 'ਲਗਾਤਾਰ', 'ਵਾਧਾ', 'ਮਾਪਿਆਂ', 'ਲਈ', 'ਮੁਸਕਿਲਾਂ', 'ਖੜਹੀਆਂ', 'ਕਰ', 'ਰਿਹਾ', 'ਹੈ']",negative
"['ਸਰਕਾਰ', 'ਨੇ', 'ਪੇਂਡੂ', 'ਇਲਾਕਿਆਂ', 'ਵਿੱਚ', 'ਗਰਲਜ', 'ਸਕੂਲ', 'ਖੋਲਹਣ', 'ਲਈ', 'ਵਿਸੇਸ', 'ਯੋਜਨਾ', 'ਐਲਾਨੀ', 'ਹੈ']",positive
"['ਕੁਝ', 'ਅਧਿਆਪਕਾਂ', 'ਦਾ', 'ਵਿਦਿਆਰਥੀਆਂ', 'ਨਾਲ', 'ਗਲਤ', 'ਵਰਤਾਓ', 'ਸਿੱਖਿਆ', 'ਮਾਹੌਲ', 'ਨੂੰ', 'ਖਰਾਬ', 'ਕਰ', 'ਰਿਹਾ', 'ਹੈ']",negative
"['ਯੂਨੀਵਰਸਿਟੀਆਂ', 'ਵਿੱਚ', 'ਇੰਟਰਨੈਸਨਲ', 'ਕਾਲਬੋਰੇਸਨ', 'ਨੇ', 'ਖੋਜ', 'ਦੇ', 'ਮੌਕੇ', 'ਵਧਾਏ', 'ਹਨ']",neutral
"['ਵਿਦਿਆਰਥੀਆਂ', 'ਲਈ', 'ਮਨੋਰੰਜਨ', 'ਗਤੀਵਿਧੀਆਂ', 'ਦੀ', 'ਕਮੀ', 'ਨੇ', 'ਸਕੂਲੀ', 'ਜੀਵਨ', 'ਨੂੰ', 'ਨੀਰਸ', 'ਬਣਾ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਸਰਕਾਰ', 'ਨੇ', 'ਟੀਚਰਾਂ', 'ਦੀ', 'ਟਰੇਨਿੰਗ', 'ਲਈ', 'ਨਵੇਂ', 'ਕੇਂਦਰ', 'ਸਥਾਪਿਤ', 'ਕਰਨ', 'ਦਾ', 'ਐਲਾਨ', 'ਕੀਤਾ', 'ਹੈ']",positive
"['ਕੁਝ', 'ਸਕੂਲਾਂ', 'ਵਿੱਚ', 'ਸੈਨੀਟੇਸਨ', 'ਸਹੂਲਤਾਂ', 'ਦੀ', 'ਕਮੀ', 'ਨੇ', 'ਵਿਦਿਆਰਥੀਆਂ', 'ਦੀ', 'ਸਿਹਤ', 'ਨੂੰ', 'ਪਰਭਾਵਿਤ', 'ਕੀਤਾ', 'ਹੈ']",negative
"['ਡਿਜੀਟਲ', 'ਬੋਰਡਾਂ', 'ਦੀ', 'ਸਥਾਪਨਾ', 'ਨੇ', 'ਸਕੂਲਾਂ', 'ਵਿੱਚ', 'ਪੜਹਾਈ', 'ਨੂੰ', 'ਰੋਚਕ', 'ਬਣਾ', 'ਦਿੱਤਾ', 'ਹੈ']",positive
"['ਪਰਾਈਵੇਟ', 'ਸਕੂਲਾਂ', 'ਦੇ', 'ਫੀਜ', 'ਵਿੱਚ', 'ਵਾਧੇ', 'ਨੇ', 'ਮਾਪਿਆਂ', 'ਨੂੰ', 'ਸਰਕਾਰੀ', 'ਸਕੂਲਾਂ', 'ਵੱਲ', 'ਧੱਕ', 'ਦਿੱਤਾ', 'ਹੈ']",neutral
"['ਵਿਦਿਆਰਥੀਆਂ', 'ਲਈ', 'ਕਾਉਂਸਲਿੰਗ', 'ਸੇਵਾਵਾਂ', 'ਦੀ', 'ਘਾਟ', 'ਨੇ', 'ਮਾਨਸਿਕ', 'ਸਿਹਤ', 'ਸਮੱਸਿਆਵਾਂ', 'ਨੂੰ', 'ਜਨਮ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਸਰਕਾਰ', 'ਨੇ', 'ਵਿਦਿਆਰਥੀਆਂ', 'ਲਈ', 'ਫਰੀ', 'ਟੈਬਲੇਟ', 'ਵੰਡ', 'ਯੋਜਨਾ', 'ਦੀ', 'ਸੁਰੂਆਤ', 'ਕੀਤੀ', 'ਹੈ']",positive
"['ਕੁਝ', 'ਸਕੂਲਾਂ', 'ਵਿੱਚ', 'ਖੇਡ', 'ਮੈਦਾਨਾਂ', 'ਦੀ', 'ਕਮੀ', 'ਨੇ', 'ਵਿਦਿਆਰਥੀਆਂ', 'ਦੇ', 'ਸਰੀਰਕ', 'ਵਿਕਾਸ', 'ਨੂੰ', 'ਰੋਕ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਯੂਨੀਵਰਸਿਟੀਆਂ', 'ਵਿੱਚ', 'ਸਟਾਰਟ-ਅੱਪ', 'ਸੈੱਲਾਂ', 'ਨੇ', 'ਵਿਦਿਆਰਥੀਆਂ', 'ਨੂੰ', 'ਉਦਯੋਗਿਕ', 'ਸਿਖਲਾਈ', 'ਦੇ', 'ਮੌਕੇ', 'ਦਿੱਤੇ', 'ਹਨ']",positive
"['ਪਰੀਖਿਆਵਾਂ', 'ਦੇ', 'ਨਤੀਜਿਆਂ', 'ਨੂੰ', 'ਲੈ', 'ਕੇ', 'ਵਿਦਿਆਰਥੀਆਂ', 'ਵਿੱਚ', 'ਤੁਲਨਾਤਮਕ', 'ਰਵੱਈਆ', 'ਵਧ', 'ਰਿਹਾ', 'ਹੈ']",negative
"['ਸਰਕਾਰ', 'ਨੇ', 'ਪੇਂਡੂ', 'ਇਲਾਕਿਆਂ', 'ਵਿੱਚ', 'ਵਿਦਿਆਰਥੀਆਂ', 'ਲਈ', 'ਹੋਸਟਲ', 'ਸਹੂਲਤਾਂ', 'ਵਧਾਉਣ', 'ਦਾ', 'ਫੈਸਲਾ', 'ਕੀਤਾ', 'ਹੈ']",positive
"['ਕੁਝ', 'ਅਧਿਆਪਕਾਂ', 'ਦਾ', 'ਵਿਦਿਆਰਥੀਆਂ', 'ਨਾਲ', 'ਪੱਖਪਾਤੀ', 'ਵਰਤਾਓ', 'ਸਿੱਖਿਆ', 'ਨੂੰ', 'ਪਰਭਾਵਿਤ', 'ਕਰ', 'ਰਿਹਾ', 'ਹੈ']",negative
"['ਯੂਨੀਵਰਸਿਟੀਆਂ', 'ਵਿੱਚ', 'ਸੈਮੀਨਾਰਾਂ', 'ਅਤੇ', 'ਵਰਕਸਾਪਾਂ', 'ਦੀ', 'ਗਿਣਤੀ', 'ਵਿੱਚ', 'ਪਿਛਲੇ', 'ਸਾਲ', 'ਤੋਂ', 'ਵਾਧਾ', 'ਹੋਇਆ', 'ਹੈ']",neutral
"['ਵਿਦਿਆਰਥੀਆਂ', 'ਉੱਤੇ', 'ਹੋਮਵਰਕ', 'ਦਾ', 'ਬੋਝ', 'ਵਧਣ', 'ਨਾਲ', 'ਉਨਹਾਂ', 'ਦਾ', 'ਤਣਾਅ', 'ਵੀ', 'ਵਧ', 'ਰਿਹਾ', 'ਹੈ']",negative
"['ਸਰਕਾਰ', 'ਨੇ', 'ਵਿਦਿਆਰਥੀਆਂ', 'ਲਈ', 'ਸਕਾਲਰਸਿਪ', 'ਦੀ', 'ਰਕਮ', 'ਵਿੱਚ', 'ਵਾਧਾ', 'ਕਰਨ', 'ਦਾ', 'ਐਲਾਨ', 'ਕੀਤਾ', 'ਹੈ']",positive
"['ਕੁਝ', 'ਸਕੂਲਾਂ', 'ਵਿੱਚ', 'ਪੀਣ', 'ਵਾਲੇ', 'ਪਾਣੀ', 'ਦੀ', 'ਸਹੂਲਤ', 'ਦੀ', 'ਕਮੀ', 'ਨੇ', 'ਸਿਹਤ', 'ਸਮੱਸਿਆਵਾਂ', 'ਨੂੰ', 'ਜਨਮ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਡਿਜੀਟਲ', 'ਲਾਇਬਰੇਰੀਆਂ', 'ਦੀ', 'ਸਥਾਪਨਾ', 'ਨੇ', 'ਵਿਦਿਆਰਥੀਆਂ', 'ਨੂੰ', 'ਕਿਤਾਬਾਂ', 'ਤੱਕ', 'ਆਸਾਨ', 'ਪਹੁੰਚ', 'ਪਰਦਾਨ', 'ਕੀਤੀ', 'ਹੈ']",positive
"['ਪਰਾਈਵੇਟ', 'ਸਕੂਲਾਂ', 'ਦੇ', 'ਫੀਜ', 'ਵਿੱਚ', 'ਵਾਧੇ', 'ਨੇ', 'ਮਾਪਿਆਂ', 'ਦੀ', 'ਜੇਬ', 'ਉੱਤੇ', 'ਬੋਝ', 'ਵਧਾ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਸਰਕਾਰ', 'ਨੇ', 'ਸਕੂਲਾਂ', 'ਵਿੱਚ', 'ਸਮਾਰਟ', 'ਕਲਾਸਰੂਮਾਂ', 'ਦੀ', 'ਸਥਾਪਨਾ', 'ਲਈ', 'ਫੰਡ', 'ਜਾਰੀ', 'ਕੀਤਾ', 'ਹੈ']",positive
"['ਕੁਝ', 'ਵਿਦਿਆਰਥੀਆਂ', 'ਦਾ', 'ਮੋਬਾਇਲ', 'ਫੋਨਾਂ', 'ਵਿੱਚ', 'ਵੱਧ', 'ਸਮਾਂ', 'ਬਿਤਾਉਣਾ', 'ਪੜਹਾਈ', 'ਨੂੰ', 'ਪਰਭਾਵਿਤ', 'ਕਰ', 'ਰਿਹਾ', 'ਹੈ']",negative
"['ਯੂਨੀਵਰਸਿਟੀਆਂ', 'ਵਿੱਚ', 'ਪਲੇਸਮੈਂਟ', 'ਦੀਆਂ', 'ਸਹੂਲਤਾਂ', 'ਨੇ', 'ਵਿਦਿਆਰਥੀਆਂ', 'ਨੂੰ', 'ਰੋਜਗਾਰ', 'ਦੇ', 'ਮੌਕੇ', 'ਪਰਦਾਨ', 'ਕੀਤੇ', 'ਹਨ']",positive
"['ਗੁਰਦੁਆਰਿਆਂ', 'ਵਿੱਚ', 'ਲੰਗਰ', 'ਦੀ', 'ਸੇਵਾ', 'ਨੇ', 'ਲੋਕਾਂ', 'ਦੇ', 'ਦਿਲ', 'ਜਿੱਤ', 'ਲਏ', 'ਹਨ']",positive
"['ਕੁਝ', 'ਧਾਰਮਿਕ', 'ਨੇਤਾ', 'ਲੋਕਾਂ', 'ਦੀਆਂ', 'ਭਾਵਨਾਵਾਂ', 'ਨਾਲ', 'ਖੇਡ', 'ਕੇ', 'ਫਾਇਦਾ', 'ਉਠਾ', 'ਰਹੇ', 'ਹਨ']",negative
"['ਪੰਜਾਬ', 'ਵਿੱਚ', 'ਵੱਖ-ਵੱਖ', 'ਧਰਮਾਂ', 'ਦੇ', 'ਤਿਉਹਾਰ', 'ਬੜੇ', 'ਉਤਸਾਹ', 'ਨਾਲ', 'ਮਨਾਏ', 'ਜਾਂਦੇ', 'ਹਨ']",neutral
"['ਮੰਦਿਰਾਂ', 'ਵਿੱਚ', 'ਸਫਾਈ', 'ਦੀ', 'ਕਮੀ', 'ਨੇ', 'ਭਗਤਾਂ', 'ਨੂੰ', 'ਨਿਰਾਸ', 'ਕਰ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਗੁਰਬਾਣੀ', 'ਦੇ', 'ਪਾਠ', 'ਨੇ', 'ਲੋਕਾਂ', 'ਦੇ', 'ਮਨਾਂ', 'ਨੂੰ', 'ਸਾਂਤੀ', 'ਦਿੱਤੀ', 'ਹੈ']",positive
"['ਧਾਰਮਿਕ', 'ਸਥਾਨਾਂ', ""'"", 'ਤੇ', 'ਭੀੜ', 'ਨੂੰ', 'ਕੰਟਰੋਲ', 'ਕਰਨ', 'ਲਈ', 'ਨਵੇਂ', 'ਨਿਯਮ', 'ਬਣਾਏ', 'ਗਏ', 'ਹਨ']",neutral
"['ਕੁਝ', 'ਲੋਕ', 'ਧਰਮ', 'ਦੇ', 'ਨਾਂ', ""'"", 'ਤੇ', 'ਫਸਾਦ', 'ਖੜਹਾ', 'ਕਰਨ', 'ਦੀ', 'ਕੋਸਿਸ', 'ਕਰ', 'ਰਹੇ', 'ਹਨ']",negative
"['ਸੰਗਤਾਂ', 'ਵਿੱਚ', 'ਸੇਵਾਦਾਰਾਂ', 'ਦੀ', 'ਮਿਹਨਤ', 'ਨੇ', 'ਧਾਰਮਿਕ', 'ਵਾਤਾਵਰਣ', 'ਨੂੰ', 'ਸੁਖਦਾਈ', 'ਬਣਾ', 'ਦਿੱਤਾ', 'ਹੈ']",positive
"['ਧਾਰਮਿਕ', 'ਕਿਤਾਬਾਂ', 'ਦੀਆਂ', 'ਨਕਲਾਂ', 'ਵਿੱਚ', 'ਵਧ', 'ਰਹੀਆਂ', 'ਗਲਤੀਆਂ', 'ਨੇ', 'ਪੜਹਨ', 'ਵਾਲਿਆਂ', 'ਨੂੰ', 'ਪਰੇਸਾਨ', 'ਕੀਤਾ', 'ਹੈ']",negative
"['ਵੱਖ-ਵੱਖ', 'ਧਰਮਾਂ', 'ਦੇ', 'ਲੋਕਾਂ', 'ਵਿਚਕਾਰ', 'ਚਰਚਾਵਾਂ', 'ਨੇ', 'ਸਾਂਝੀ', 'ਸਮਝ', 'ਨੂੰ', 'ਬਢਾਵਾ', 'ਦਿੱਤਾ', 'ਹੈ']",positive
"['ਕੁਝ', 'ਧਾਰਮਿਕ', 'ਸਥਾਨਾਂ', ""'"", 'ਤੇ', 'ਪੈਸੇ', 'ਦੀ', 'ਵੰਡ', 'ਨੂੰ', 'ਲੈ', 'ਕੇ', 'ਵਿਵਾਦ', 'ਖੜਹੇ', 'ਹੋ', 'ਗਏ', 'ਹਨ']",negative
"['ਗੁਰਦੁਆਰਿਆਂ', 'ਵਿੱਚ', 'ਨਵੀਆਂ', 'ਤਕਨੀਕਾਂ', 'ਦੀ', 'ਵਰਤੋਂ', 'ਨੇ', 'ਸੇਵਾਵਾਂ', 'ਨੂੰ', 'ਸੌਖਾ', 'ਬਣਾ', 'ਦਿੱਤਾ', 'ਹੈ']",positive
"['ਧਾਰਮਿਕ', 'ਯਾਤਰਾਵਾਂ', 'ਦੇ', 'ਦੌਰਾਨ', 'ਸੁਰੱਖਿਆ', 'ਦੀਆਂ', 'ਕਮੀਆਂ', 'ਨੇ', 'ਲੋਕਾਂ', 'ਨੂੰ', 'ਚਿੰਤਾ', 'ਵਿੱਚ', 'ਪਾ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਪਰਾਰਥਨਾ', 'ਸਭਾਵਾਂ', 'ਵਿੱਚ', 'ਸਾਮਲ', 'ਹੋਣ', 'ਨਾਲ', 'ਲੋਕਾਂ', 'ਨੂੰ', 'ਮਾਨਸਿਕ', 'ਸਾਂਤੀ', 'ਮਿਲਦੀ', 'ਹੈ']",positive
"['ਧਾਰਮਿਕ', 'ਪੁਸਤਕਾਂ', 'ਦੇ', 'ਅਨੁਵਾਦ', 'ਵਿੱਚ', 'ਗਲਤੀਆਂ', 'ਨੇ', 'ਭਾਵਨਾਵਾਂ', 'ਨੂੰ', 'ਠੇਸ', 'ਪਹੁੰਚਾਈ', 'ਹੈ']",negative
"['ਧਾਰਮਿਕ', 'ਸੰਸਥਾਵਾਂ', 'ਦੁਆਰਾ', 'ਚਲਾਏ', 'ਜਾ', 'ਰਹੇ', 'ਸਕੂਲਾਂ', 'ਨੇ', 'ਗਰੀਬ', 'ਬੱਚਿਆਂ', 'ਨੂੰ', 'ਸਿੱਖਿਆ', 'ਦਿੱਤੀ', 'ਹੈ']",positive
"['ਕੁਝ', 'ਲੋਕਾਂ', 'ਦੁਆਰਾ', 'ਧਾਰਮਿਕ', 'ਪਰਤੀਕਾਂ', 'ਦੀ', 'ਬੇਅਦਬੀ', 'ਨੇ', 'ਸਮਾਜਿਕ', 'ਤਣਾਅ', 'ਨੂੰ', 'ਜਨਮ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਧਾਰਮਿਕ', 'ਉਤਸਵਾਂ', 'ਦੌਰਾਨ', 'ਲੱਗਣ', 'ਵਾਲੀਆਂ', 'ਦੁਕਾਨਾਂ', 'ਨੇ', 'ਸਥਾਨਕ', 'ਆਰਥਿਕਤਾ', 'ਨੂੰ', 'ਫਾਇਦਾ', 'ਪਹੁੰਚਾਇਆ', 'ਹੈ']",neutral
"['ਗੁਰਦੁਆਰਿਆਂ', 'ਵਿੱਚ', 'ਡਿਜੀਟਲ', 'ਦਾਨ', 'ਪਰਣਾਲੀ', 'ਨੇ', 'ਲੋਕਾਂ', 'ਲਈ', 'ਸੇਵਾ', 'ਨੂੰ', 'ਸੌਖਾ', 'ਬਣਾ', 'ਦਿੱਤਾ', 'ਹੈ']",positive
"['ਧਾਰਮਿਕ', 'ਪਰਚਾਰਕਾਂ', 'ਦੇ', 'ਵਿਵਾਦਿਤ', 'ਬਿਆਨਾਂ', 'ਨੇ', 'ਸਮਾਜਿਕ', 'ਸਾਂਤੀ', 'ਨੂੰ', 'ਖਤਰਾ', 'ਪੈਦਾ', 'ਕਰ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਵੱਖ-ਵੱਖ', 'ਧਰਮਾਂ', 'ਦੇ', 'ਲੋਕਾਂ', 'ਵਿਚਕਾਰ', 'ਵਿਆਹਾਂ', 'ਨੇ', 'ਸਾਂਝੇਪਣ', 'ਨੂੰ', 'ਬਢਾਵਾ', 'ਦਿੱਤਾ', 'ਹੈ']",positive
"['ਧਾਰਮਿਕ', 'ਸਥਾਨਾਂ', ""'"", 'ਤੇ', 'ਲੱਗਣ', 'ਵਾਲੀਆਂ', 'ਪਾਰਕਿੰਗ', 'ਸਮੱਸਿਆਵਾਂ', 'ਨੇ', 'ਲੋਕਾਂ', 'ਨੂੰ', 'ਪਰੇਸਾਨ', 'ਕੀਤਾ', 'ਹੈ']",negative
"['ਧਾਰਮਿਕ', 'ਸੰਗੀਤ', 'ਨੇ', 'ਲੋਕਾਂ', 'ਦੇ', 'ਦਿਲਾਂ', 'ਨੂੰ', 'ਛੂਹਿਆ', 'ਹੈ', 'ਅਤੇ', 'ਸਾਂਤੀ', 'ਦਿੱਤੀ', 'ਹੈ']",positive
"['ਕੁਝ', 'ਧਾਰਮਿਕ', 'ਸਮਾਰੋਹਾਂ', 'ਵਿੱਚ', 'ਲਾਉਡਸਪੀਕਰਾਂ', 'ਦੀ', 'ਵਰਤੋਂ', 'ਨੇ', 'ਆਸ-ਪਾਸ', 'ਦੇ', 'ਲੋਕਾਂ', 'ਨੂੰ', 'ਪਰੇਸਾਨ', 'ਕੀਤਾ', 'ਹੈ']",negative
"['ਧਾਰਮਿਕ', 'ਪੁਸਤਕਾਂ', 'ਦੀਆਂ', 'ਡਿਜੀਟਲ', 'ਕਾਪੀਆਂ', 'ਨੇ', 'ਲੋਕਾਂ', 'ਨੂੰ', 'ਆਸਾਨੀ', 'ਨਾਲ', 'ਗਿਆਨ', 'ਪਰਾਪਤ', 'ਕਰਨ', 'ਦਿੱਤਾ', 'ਹੈ']",positive
"['ਧਾਰਮਿਕ', 'ਨੇਤਾਵਾਂ', 'ਦੇ', 'ਵਿਵਾਦਿਤ', 'ਬਿਆਨਾਂ', 'ਨੇ', 'ਸਮਾਜ', 'ਵਿੱਚ', 'ਤਣਾਅ', 'ਨੂੰ', 'ਜਨਮ', 'ਦਿੱਤਾ', 'ਹੈ']",negative
"['ਧਾਰਮਿਕ', 'ਸਥਾਨਾਂ', ""'"", 'ਤੇ', 'ਵਿਸੇਸ', 'ਦਿਨਾਂ', 'ਵਿੱਚ', 'ਲੱਗਣ', 'ਵਾਲੀਆਂ', 'ਲੰਬੀਆਂ', 'ਕਤਾਰਾਂ', 'ਨੇ', 'ਲੋਕਾਂ', 'ਨੂੰ', 'ਪਰੇਸਾਨ', 'ਕੀਤਾ', 'ਹੈ']",negative
"['ਧਾਰਮਿਕ', 'ਸੰਸਥਾਵਾਂ', 'ਦੁਆਰਾ', 'ਚਲਾਏ', 'ਜਾ', 'ਰਹੇ', 'ਹਸਪਤਾਲਾਂ', 'ਨੇ', 'ਗਰੀਬਾਂ', 'ਦੀ', 'ਮਦਦ', 'ਕੀਤੀ', 'ਹੈ']",positive
